CLIENTNUMBER,EntityType,ClientName,UnitDescription,Street,City,State_Prov,Country,Fax Number,EMail,URL,Zip Code,Telephone Number,Date Acquired,CountryCode,Industry,DateEntered,ClientType,AccountOfficer,ContactPerson
55092,2,CCPIT PATENT AND TRADEMARK LAW OFFICE,,"10/F, Ocean Plaza","158 Fuxingmennei Street,","Beijing 100031, China",CHINA,86-10-66415678,mail@ccpit-patent.com.cn,,,86-10-66412345,,CH,,8/8/2014,D,Li Cong,Li Cong
55094,2,"UNIVERA, INC.",,2660 Willammette Drive NE,"Lacey, WA 98516, U.S.A.",,UNITED STATES OF AMERICA,,cHarris@univera.com,,,,,USA,,8/8/2014,D,Mr. Casey B. Harris,Mr. Casey B. Harris
55096,2,JOHNSON & JOHNSON/MERCK CONSUMER PHARMACEUTICALS CO.,,One Johnson & Johnson Plaza,"New Brunswick, New Jersey 08933",,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55098,2,PEARL COHEN ZEDEK LATZER LLP,,"1500 Broadway, 12th Floor","New York, NY 10036",,UNITED STATES OF AMERICA,,Todd@pczlaw.com,,,646-878-0820,,USA,,8/8/2014,D,646-878-0801,646-878-0801
55101,2,PEKSUNG INTELLECTUAL PROPERTY LTD.,,"908 Shining Tower, 35 Xueyuan Road,","Haidain District, Beijing 100191, China",,CHINA,86-10-8231-1780,,,,86-8231-1199,,CH,,8/8/2014,D,XIANG GAO,XIANG GAO
55103,2,OLTEN CONSULTING S.L.,,Enteca 332-334,08029 Barcelona,Spain,SPAIN,932-223 323,,,,932-894 378,,ES,,8/8/2014,D,Carlos Hernandez,Carlos Hernandez
55105,2,FUTABA CORPORATION,,"629 Oshiba, Mobara-shi","Chiba-ken, Japan",,JAPAN,,,,,,,JPN,,8/8/2014,D,,
55107,2,LEXIA PARTNERS,,"21/F, Nakanoshima Intes Bldg.,","6-2-40, Nakanoshima Kitaku,","Osaka 530-0005, Japan",JAPAN,,,,,,,JPN,,8/8/2014,D,Hiroki Matsui,Hiroki Matsui
55109,2,DR. MULLER PATENTANWALTE,,Muhlstrabe 9a,D-65597 Hunfelden-Dauborn,,GERMANY, 6438 3076,,,, 6438 3075,,GER,,8/8/2014,D,Dagmar Muller,Dagmar Muller
55113,2,"PHILIPPINE ACADEMY FOR AVIATION TRAINING, INC.",,Airline Operations Center,"Domestic Airport, Pasay Ctiy",Philippines 1301,PHILIPPINES,,,,,,,PH,,5/4/2016,D,Ms. Anne Ronadine P. Tieng,Ms. Anne Ronadine P. Tieng
55115,0,MASARU KOBAYASHI,,B-115 Marina Bay Homes,"Asia World City,",Parañaque City,PHILIPPINES,,,,,,,PH,,8/8/2014,P,,
55117,2,"HAYNES AND BOONE, LLP",,112  E. Pecan Street,Suite 1200,"San Antonio, TX 78205-1524",UNITED STATES OF AMERICA,210-554-0415,venisa.dark@haynesboone.com,,,210-978-7487,,USA,,8/8/2014,D,Venisa Dark,Venisa Dark
55119,2,TIGER COATINGS GMBH & CO KG.,,c/o Freshfields Bruckhaus Deringer LLP,Seilergasse 16,"A-1010 Vienna, Autria",AUSTRIA,1512-6394,,,,1515 1551,,AU,,8/8/2014,D,Susanne Walla-Punz,Susanne Walla-Punz
55121,2,"FLEISCHER, GODEMEYER, KIERDORF  & PARTNER",,An den Garten 7,51491 Overath,Germany,GERMANY, 2206 90260,,,, 2206 83749,,GER,,8/8/2014,D,DR. ERWIN BLUM,DR. ERWIN BLUM
55123,2,GLENCORE INTERNATIONAL AG,,Baarermattstrasse 3,6340 Baar,,SWITZERLAND,,,,,,,SW,,8/8/2014,D,,
55125,2,UBM MEDICA ASIA PTE LTD.,,"11/F, Equitable Bank Tower",8751 Paseo de Roxas,1226 Makati City,PHILIPPINES,,,,,,,PH,,7/16/2015,P,,
55127,2,"DSC, INC.",,"Suite 102 Comfoods Bldg.,",Sen. Gil Puyat Avenue,Makati City,PHILIPPINES,,,,,,,PH,,8/8/2014,P,,
55132,2,WEICKMAN & WEICKMANN PATENTANWAELTE,,Richard-Strauss-Str. 80,81679 Muenchen,,GERMANY, 8945563 999,,,,89455630,,GER,,8/8/2014,D,Dr. Christian Heubeck,Dr. Christian Heubeck
55134,2,"HAMRE, SCHUMANN, MUELLER & LARSON, P.C.",,"45 South Seventh Street, Suite 2700","Minnepolis, MN 55402 , U.S.A.",,UNITED STATES OF AMERICA,612.455-3801,sryan@hsml.com,,,612.455-3845,,USA,,8/8/2014,D,Sandra Epp Ryan,Sandra Epp Ryan
55138,2,"MILLER, MATTHIAS & HULL LLP",,One North Franklin Street,Suite 2350,"Chicago, IL 60606",UNITED STATES OF AMERICA,312-977-9959,fdamsa@millermatthiashull.com,,,312-23-4764,,USA,,8/8/2014,D,Flavia Damsa,Flavia Damsa
55146,1,RAJAH & TANN SINGAPORE LLP,,9 Battery Road # 25-01,Singapore 049910,,SINGAPORE,,,,, 6535 3600,,SG,,3/16/2018,D,Nor Ainah Md Ali,Nor Ainah Md Ali
55152,2,"DAISO INDUSTRIES CO., LTD.                                                                               c/o TOZAI SOGO LAW OFFICE",,Admiral Kiochi Building,"3-28, Kioichi, Chiyoda-ku","Tokyo, Japan 102-0094",JAPAN,,,,,,,JPN,,8/8/2014,D,Mr. Norifumi Tateishi,Mr. Norifumi Tateishi
55154,2,CORRS CHAMBERS WESTGARTH,,"Level 36, Bourke Place","600 Bourke Street,",Melbourne VIC 3000,AUSTRALIA,? 9283 0129,Philip.Catania@corrs.com.au,,,? 9672 3000,,AUS,,8/8/2014,D,Philip Catania,Philip Catania
55156,2,NORTON ROSE FULBRIGHT CANADA LLP,,"222 Bay Street, Suite 3000, P.O. Box 53","Toronto, Ontario M5K 1E7",,CANADA, 416 216 3930,,,, 416 216 4000,,CA,,8/7/2019,D,Jennifer Horlings,Jennifer Horlings
55158,2,STYP  PATENT LAW,,"503-504, Jueun Leaderstel,","921 Dunsan-dong, Seo-gu","Daejeon, Korea 302-828","KOREA, REPUBLIC 0F",8242-488-6504,,,,8242-488-0031,,KR,,8/8/2014,D,Grace Kim,Grace Kim
55162,1,FEELGOOD INC.,,21 Dona Mary Street,"Alabang Hills Village, Muntinlupa City",,PHILIPPINES,,,,,,,PH,,3/17/2016,P,,
55168,2,PRATT & WHITNEY,,"400 Main Street, Mail Stop 132-13","East Hartford, CT 06108",U.S.A.,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55172,2,HIDETOSHI MATSUMOTO PATENT OFFICE,,"Pholos-Iwamotocho Bldg., 8th Floor","3-9-15 Iwamoto-cho, Chiyoda-ku","Tokyo, 101-0032, Japan",JAPAN,813-3865-1330,,,,813-5825-0810,,JPN,,8/8/2014,D,,
55176,1,"V. Frasco Holdings, Inc.",,08-88888 National Highway,"Poblacion Liloan 6002, Cebu",,PHILIPPINES,,,,,,,PH,,1/5/2016,P,,
55194,2,RENERGY SYSTEM INC.,,"#19 Joe Borris Street, Bagong Ilog",Pasig City 1600,,PHILIPPINES,,,,,655 7912,,PH,,7/23/2019,P,,
55196,2,"MAEKAWA, ANDO & CO.",,"NT Miyako Building, 6th Floor , 546 Nijoden-cho",Karasuma Dori Oike Agaru,"Nakagyo-Ku, Kyoto, 604-0845",JAPAN,81-75-222-2763,andojunichi@post.plala.or.jp,,,81-75-222-2765,,JPN,,6/4/2018,D,Junichi Ando,Junichi Ando
55198,2,UNITED TECHNOLOGIES CORPORATION,,1 Financial Plaza,"Hartford, CT 06101",U.S.A.,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55224,1,"YAMAHA MOTOR CO., LTD.",,Attention: Mr. Nagasue Takuji,"2500 Shingai, Iwata-Shi",Shizuoka-ken,Japan,,,,,,,JPN,,11/22/2017,D,,
55226,2,JAC RECRUITMENT ASIA LTD.,,c/o Rajah & Tann Singapore LLP,9 Battery Rd. # 25-01,Straits Trading Building,SG,,,,, 6535 3600,,SG,,2/2/2015,D,Nor Ainah Md Ali,Nor Ainah Md Ali
55230,2,"INGRASSIA FISHER & LORENZ, P.C.",,7010 East Cochise Road,"Scottsdale, Arizona 85253",U.S.A.,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55234,1,TITAY'S LILOAN ROSQUILLOS,,Honorable Vincent Franco,"D. Frasco Poblacion, Liloan, Cebu",,PHILIPPINES,,,,,,,PH,,2/26/2015,P,,
55238,2,SHERIDAN ROSS PC,,"1560 Broadway, Suite 1200","Denver, CO 80202",,UNITED STATES OF AMERICA,,gconnell@sheridanross.com,,,303-863-2973,,USA,,8/8/2014,D,Mr. Gary J. Connell,Mr. Gary J. Connell
55242,2,SOLARWINDS,,Attention: Accounts Payable,"7171 Southwest Parkway, Building 400","Austin, Texas 78735",UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55252,2,PRATT & WHITNEY,,c/o CPA Global,P.O. Box 52050,"Minneapolis, MN 55402",UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55254,2,"LIFESCAN, INC.",,"LifeScan IP Holdings, LLC",20 Valley Stream Parkway,"Malvern, PA 19355",UNITED STATES OF AMERICA,,,,,,,USA,,7/31/2019,D,,
55262,2,"JOHNSON, MARCOU & ISAACS, LLC",,317A East Liberty Street,"Savannah, GA 31401-0601",,UNITED STATES OF AMERICA,,,,,Shirley Slack,,USA,,8/8/2014,D,,
55268,1,PATTERSON & SHERIDAN,,"24 Greenway Plaza, Suite 1600","Houston, TX 77046",,,,,,,,,USA,,1/26/2016,D,,Ms. Julie Matthews
55272,2,"JOHNSON & JOHNSON CONSUMER COMPANIES, INC.",,One Johnson & Johnson Plaza,"New Brunswick, NJ 08933",,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55276,2,EASTSPRING INVESTMENTS SERVICES PTE. LTD.,,"Ms. Diana The, Head-Legal Dept.",10 Marina Boulevard,#32-01 Marina Bay Financial Centre,SINGAPORE 018983,,,,,,,SG,,8/8/2014,D,,
55280,2,"Fisher Broyles, LLP",,Northpark Town Center. 1200 Abernathy Road,"Building 600, Suite 1700","Atlanta, Georgia 30328",UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55286,2,MOELLER IP ADVISORS,,"Av. Del Libertador 5954, 7th Floor",C1428ARP Buenos Aires.,Argentina,ARGENTINA, 11 4788 7776,,,, 11 4788 7777,,ARG,,8/8/2014,D,Paola Corigliano,Paola Corigliano
55290,2,ETHICON INC.,,One Johnson & Johnson Plaza,"New Brunswick, New Jersey 08933",,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55292,2,MAIWALD PATENTANWALTS GMBH,,Jungfernstieg 38,20354 Hamburg,,GERMANY, 40 555 405 25,,,, 40 555 895 0,,GER,,8/8/2014,D,,
55294,,MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG S.A.,c/o Societa Italiana Brevetti S.p.A,"Corso dei Tintori, 25-50122","Firenze, Italy",,,,,,,,,IT,,1/3/2017,D,,
55296,2,"BIOSENSE WEBSTER, INC.",,,,,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55302,2,LOS RICOS COMPANIA CORPORATION,,2102 B/C 21st Floor Philippine Stock Exchange,Ortigas Road Pasig City,,PHILIPPINES,,,,,,,PH,,9/14/2016,P,,
55304,2,WILTON BRANDS LLC,,2240 W. 75th Street,"Woodridge, IL 60517",,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55306,2,MELCO CROWN ENTERTAINMENT,,"36/F, The Centrium",60 Wyndham Street,Central Hong Kong,HONGKONG,852-2537-3618,,,,852-2598-3600,,HK,,8/8/2014,D,,
55310,2,"ORGANIX SOLUTIONS, INC.",,"14 DAU Street corner Santol Street,",Saint Anthony Subdivision,Taytay Rizal,PHILIPPINES,,info@cocobody.com,,,02-219-0850,,PH,,11/22/2016,P,,
55312,2,FUJITA PATENT ATTORNEYS OFFICE,,"Markbest Building 3F,",10-19 Higashitenma 2-chome,"Kitaku, Osaka 530-0004",JAPAN,,,,,,,JPN,,8/8/2014,D,Mr. Takashi Fujita,Mr. Takashi Fujita
55314,2,RUSSELL MCVEAGH,,"Vero Centre, 48 Shortland Street","PO Box 8, Auckland 1140",New Zealand,NEW ZEALAND,64 9 367 8097,john.powell@russellmcveagh.com,,,64 9 367 8303,,NZ,,8/8/2014,D,John POwell,John POwell
55316,2,DLA PIPER LLP (US),,"500 Eighth Street, NW","Washington, DC 20004",,UNITED STATES OF AMERICA, 202.799.5000,jaime.delosrios@dlapiper.com,,, 202.799.4143,,USA,,8/8/2014,D,Jaime De los Rios,Jaime De los Rios
55324,2,MAPLE BEAR GLOBAL SCHOOLS LTD.,,1430 Terrace Avenue,"North Vancouver, British Columbia","Canada, V7R1B4",CANADA,,,,,604-880 9421,,CA,,8/8/2014,D,Tyler Done,Tyler Done
55326,2,GRUNDIG MULTIMEDIA AG,,Rotzbergtrasse 1,6363 Stansstad,Switzerland,SWITZERLAND,,,,,,,SW,,8/8/2014,D,,
55334,2,"COMERCIO MAS, S.A. DE C.V.",,Avenida Vasco de Quiroga 2000,Colonia Santa Fe,Alvaro Obregon,MEXICO    (VAT: CMA-970630-F50),,,,,,,ME,,8/8/2014,D,,
55340,2,NOVAK DRUCE CONNOLLY BOVE & QUIGG LLP,,333 South Grand Avenue,"Twenty Third Floor, Los Angeles,",California,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,Mr. Billy Robbins,Mr. Billy Robbins
55344,2,DINING INNOVATION HOLDINGS PTE LTD.,,c/o RAJAH & TANN LLP,9 Battery Road #25-01 Straits Trading Building,Singapore 049910,SINGAPORE,,,,,,,SG,,8/8/2014,D,,
55346,2,ALEF.GIMEL- INTELLECTUAL PROPERTY CONSULTING LTD.,,P.O. Box 2079,"Rehovot 7612002,",,ISRAEL,,,,,,,ISR,,8/8/2014,D,,
55350,1,PAOLO MARIONI,,"Via Trevignanese No. 1,","01015-Sutri-Viterbo, Italia",,ITALY,,,,,,,IT,,2/25/2015,E,,
55352,2,"OMNI INDUSTRIES, INC.",,7031 Bryce Canyon Avenue,"Greenwell Springs, Louisiana",70739 U.S.A.,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,Margaret Jones,Margaret Jones
55353,2,JANSSEN PHARMACEUTICA NV,,"c/o Johnson & Johnson Services, Inc.",One Johnson & Johnson Plaza,"New Brunswick, New Jersey 08933-7001",UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55357,2,"FBM GAMING & AMUSEMENT PHILIPPINES, INC.",,"No. 28-31, Lot 49-51, Unit D, Faith cor. Innovativ","Subic Bay Gateway Park, Ph 1, SBFZ",Olongapo  City,PHILIPPINES,,pepe@fbmgaming.com.ph,,,,,PH,,2/26/2015,P,Mr. Amarillo Costa-Operations Manager,Mr. Amarillo Costa-Operations Manager
55358,2,ADRIANO ASSOCIATES,,"690 East Green Street, #300","Pasadena, California 91101",,UNITED STATES OF AMERICA,626/395-0694,,,,626/395-7801,,USA,,8/8/2014,D,Sarah B. Adriano,Sarah B. Adriano
55361,2,SHOBAYASHI INTERNATIONAL PATENT & TRADEMARK OFFICE,,"Sapia Tower, 1-7-12, Marunouchi","Chiyuda-ku, Tokyo 100-0005",,JAPAN,,,,,813-6895-4600,,JPN,,8/8/2014,D,,
55362,2,HAZUKI INTERNATIONAL YOTSUYA,,"Daiichi Tomizawa Building 1-3,","Yotsuya 3-chome, Shinju-ku, Tokyo","160-0004, Japan",JAPAN,,,,,,,JPN,,8/8/2014,D,,
55364,2,HOZMA PATENT AND TRADEMARK ATTORNEYS,,"Daini-Ohmiya Building, 3F 1-7, Hongo 4-chome,","Bunkyo-ku, Tokyo, 113-0033",Japan,JAPAN,813-5802-1812,,,,813-5802-1811,,JPN,,8/8/2014,D,Rhohei Kaizuha,Rhohei Kaizuha
55365,2,"JANSSEN BIOTECH, INC.",,,,,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55368,2,"AVON PRODUCTS, INC.",,Attn: Kathy Abrams,Financial Shared Services Center,"PO Box 654 Pine Brook, New Jersey 07058",UNITED STATES OF AMERICA,,david.joyal@avon.com,,,,,USA,,8/8/2014,D,,
55369,2,BILEN PATENT INC.,,Hudavendigar Mh. Biltekin Cd.,"Akkonak Villalari No. 31/A, Osmangazi",16090 Bursa,TURKEY, 224 239 3070,q.cicek@bilenpatent.com.tr,,, 224 239 3050,,TUR,,8/8/2014,D,,
55372,1,OKABE INTERNATIONAL PATENT OFFICE,,"SHIN-AOYAMA BLDG., EAST 8F","1-1-1, Minamiaoyama","Minato-ku, Tokyo","107-0062, Japan",813-3475-0020,n-tanaka@okabeintl.gr.jp,,,813-6721-0524,,JPN,,8/24/2017,D,Naofumi Tanaka,Naofumi Tanaka
55375,2,WAKABAYASHI PATENT AGENCY,,"11F, Toranomon-Twin Building West","10-1 Toranomon 2-chome, Minato-ku","Tokyo 105-0001, Japan",JAPAN,813-3587-2388,waka@patent.wpa.co.jp,,,813-3585-1882,,JPN,,8/8/2014,D,,
55376,2,SUNRISE PATENT OFFICE,,Yomiurichuko Bldg. 6F,"8-7, Kyobashi 2-chome","Chuo-ku, Tokyo 104-0031",JAPAN,813-5250-7782,sunrise@firm.email.ne.jp,,,813-5250-7781,,JPN,,4/16/2016,D,Fuyuki Iwakabe,Fuyuki Iwakabe
55380,2,CLUB MONACO S.A.M.,,"7 Avenue de Grande Bretagne,",Le Montaigne-RDC-Bloc B,MC98000 Monaco,,,,,,,,,,4/1/2019,D,Jose Carreira Santos,Jose Carreira Santos
55382,2,"DEPUY SYNTHES, INC.",,c/o Johnson & Johnson,P.O. Box 1222,"New Brunswick, NJ 08903",UNITED STATES OF AMERICA,,,,,,,USA,,7/11/2018,D,,
55393,2,TAKASHIMA INTERNATIONAL PATENT OFFICE,,"Meiji Yasuda Seimei Osaka Midosuji Bldg.,","1-1, Fushimimachi 4-chome, Chuo-ku",Osaka 541-0044 Japan,JAPAN,816-6227-0260,mail@takashima-pat.jp,,,816-6227-1156,,JPN,,8/8/2014,D,,
55397,2,BROWN RUDNICK LLP,,"One Financial Center,","Boston, MA 02111",,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,Brian Bean,Brian Bean
55401,2,BAKERHOSTETLER,,45 Rockefeller Plaza,"New York, NY 10111-0100",,UNITED STATES OF AMERICA,212-589-4201,,,,212-589-4639,,USA,,8/8/2014,D,,
55409,2,"AEON FANTASY CO., LTD.",,"1-5-1 Nakase, Mihama-ku, Chiba-shi,","Chiba, 261-8504, Japan",,JAPAN,,,,,,,JPN,,8/8/2014,D,,
55412,2,DUREY PATENT OFFICE,,"Yeoksam-Dong, Gangnam Jeil Bldg.,","4F, 109, Teheran-ro, Gangnam-gu","Seoul, Korea",KR,822-539-2487,hanyg37@nate.com,,,822-539-2488,,KR,,1/9/2015,D,,
55418,2,NELSON MULLINS RILEY & SCANBOROUGH LLP,,One Post Square,"Boston, MA 02109-2127",U.S.A.,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55420,2,LO TING KUANG COMPANY LIMITED,,c/o Rajah & Tann Singapore LLP,"9 Battery Road, # 25-01 Straits  Trading Building",Singapore 049910,SINGAPORE, 6428 2119,,,, 6232 0752,,SG,,10/28/2016,D,,
55423,2,CROWE & DUNLEVY PLC,,"500 Kennedy Building,",321 South Boston Avenue,"Tulsa, Oklahoma 74103",UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55427,2,CANDY EMPIRE PTE. LTD.,,c/o Rajah & Tann LLP,9 Battery Road #25-01 Straits Trading Building,Singapore 049910,SINGAPORE,,,,,,,SG,,8/8/2014,D,,
55431,2,JOHNSON & JOHNSON INTERNATIONAL (SINGAPORE) PTE. LTD.-ROHQ,,TIN 239-624-260-000,"Km. 15 Bo. Ibayo, Edison Road",Paranaque City,PHILIPPINES,,,,,,,PH,,8/8/2014,P,,
55434,2,Taft Stettinius & Hollister LLP,,"One Indiana Square, Suite 3500","Indianapolis, Indiana 46204",,UNITED STATES OF AMERICA,317-713-3699,,,,317-713-3500,,USA,,8/8/2014,D,,
55446,1,SHIMADA INTERNATIONAL PATENT OFFICE,,"9F E/Front Bldg., Kandaogawamachi","Chiyoda-ku, Tokyo 101-0052",,JAPAN,,,,,813-6680-7993,,JPN,,3/21/2017,D,,
55449,2,F&N Interflavine Pte Ltd.,Attn: Patricia Tan,438 Alexandra Road,#20-00 Alexandra Point,Singapore 119958,SINGAPORE,,,,,,,SG,,6/7/2016,D,,
55453,,AXIOM ATTORNEY,295 Lafayette Street,"New York, NY  10012",,,,,,,,,,USA,,5/21/2015,D,,
55457,2,"SUGHRUE MION, PLLC",,"2100 Pennsylvania Avenue, NW","Washington, DC 20037-3213",,UNITED STATES OF AMERICA,202.293.7860,groth@sughrue.com,,,202.293.7060,,USA,,8/8/2014,D,Gabrielle S. Roth,Gabrielle S. Roth
55464,2,EISENFUHR SPEISER,,Postfach 10 6078,P.O. Box 106078,Bremen,IT,,,,,,,IT,,8/13/2014,D,Rainer Bohm,Rainer Bohm
55468,2,VANTARION PTE. LTD.,,c/o Rajah & Tann Singapore LLP,"9 Battery Road, # 25-01 Straits Trading Bldg.,",Singapore 049910,SINGAPORE, 6232 0759,,,, 65 6225 7978,,SG,,4/21/2015,D,,
55473,2,HUSCH BLACKWELL LLP,,"13330 California Street, Suite 200","Omaha, NE 68154",,UNITED STATES OF AMERICA,402.964.5050,jackie.hursey@huschblackwell.c,,,402.964.5000,,USA,,11/21/2018,D,Jacki A. Hursey,Jacki A. Hursey
55475,2,BOEHRINGER INGELHEIM INTERNATIONAL GMBH,,Patents,Binger Strasse 173,55216 Ingelheim am Rhein,GERMANY  (VAT-ID:DE811138149),,,,,,,GER,,11/13/2018,D,,
55479,1,LUCIAS LAW OFFICE,(MATSUSHIMA & KIMURA LAW FIRM),"7F Koho Bldg., 1-5-11, Irifune, Chuo-ku","Tokyo 104-0042, Japan",,JAPAN,813-6450-1641,takashi kimura@lucias-law.jp,,,813-6450-1640,,JPN,,8/23/2017,D,Erina Hirota,Erina Hirota
55481,2,SIGHT PATENT,,,,,JAPAN,,,,,,,JPN,,8/8/2014,D,,
55486,2,NORTHERN TRUST,,"One George Street,","#12-06, Singapore 049145",,SINGAPORE,65 6692 1326,,,,65 6437 6770,,SG,,8/8/2014,D,Audrey Ng,Audrey Ng
55489,2,SIAM PREMIER INTERNATIONAL LAW OFFICE,,"The Office at Central World, 26th Floor","999/9 Rama 1 Road, Pathumwan",Bangkok 10330,THAILAND,,,,,,,TH,,8/8/2014,D,,
55492,2,DAHAI INTERNATIONAL PATENT AND LAW FIRM,,"3rd Floor, Artspace Bldg.,","1509-3, Seocho-dong","Seocho-gu, Seoul, 137-070","KOREA, REPUBLIC 0F",,,,,,,KR,,8/8/2014,D,,
55497,2,HOYA CORPORATION,,2-7-5 Naka-Ochiai,Shinjuku-ku,Tokyo 161-8525,JAPAN,,,,,,,JPN,,8/8/2014,D,,
55503,,STOBBS IP,,"Endurance House, Vision Park","Chivers Way, Cambridge CB24 9ZR",,United Kingdom,,,,,,,UK,1,7/15/2015,D,,
55508,2,MR. JOSE LUIS MEER PEREZ,,"No. 732 East Street,",Mandaluyong City,,PHILIPPINES,,,,,,,PH,,8/8/2014,P,,
55514,2,FAST FUTURE BRANDS LTD.,,"91 Mars Road,",Lane Cove West NSW 2066,Australia,AUSTRALIA,,,,,,,AUS,,8/8/2014,D,,
55516,2,"BOOTH UDALL FULLER, PLC",,1255 W Rio Salado Pkwy # 215,"Tempe, AZ 85281",,USA,,,,,,,USA,,4/26/2016,D,,Jonathan P. Rowee
55519,,WALDER WYSS LTD.,,"Seefeldstrasse 123,","P.O. Box 1236, 8034 Zurich,",,,,,,,,,SW,,2/10/2016,D,,Ms. Cristine Pfister
55521,2,CONSILIUM LAW CORPORATION,,1 Scotts Road,#16-02 Shaw Centre,Singapore 228208,SINGAPORE,,,,,,,SG,,8/8/2014,D,,
55525,2,TIGER MACHINERY AND INDUSTRIAL CORPORATION,,"359 F. San Diego St., Veinte Reales",Valenzuela City,,PH,,,,,,,PH,,8/20/2014,D,,
55528,2,ALTIRA MACAU,,,,,,,,,,,,CH,,8/8/2014,D,,
55532,2,STUDIO CITY HOTELS LTD.,,,,,CHINA,,,,,,,CH,,8/8/2014,D,,
55537,2,MELCO CROWN (COD) HOTELS LTD.,,,,,CHINA,,,,,,,CH,,8/8/2014,D,,
55540,2,CITY OF DREAMS MACAU,,Estrada do Istmo,"Cotai, Macau",,CHINA,,,,,,,CH,,8/8/2014,D,,
55543,2,ZOETIS,,"10 Sylvan Way, Parsippany,",NJ 07054,,UNITED STATES OF AMERICA,973-966-3602,,,,973-443-2904,,USA,,10/18/2016,D,,
55546,2,AVEL PTY LTD.,,c/o Wrays,"56 Ord Street, West Perth,",WA 6005,AUS,,,,,,,AUS,,11/27/2014,D,,
55549,0,"NOWHERE CO., LTD.",,"22-3, Sendagaya 4-chome",Shibuya-ku,Tokyo 151-0051,JAPAN,,,,,,,JPN,,8/8/2014,D,,
55554,2,A. KATO & ASSOCIATES,,"HF Shin-Yokohama Bldg., 7F","2-17-19 Shin-Yokohama, Kohoku-ku,","Yokohama, Kanagawa-Ken 222-0033",JAPAN,81-45-476-2929,kato-as@fb3.so-net.ne.jp,,,81-45-476-1131,,JPN,,11/2/2017,D,,
55558,2,DLA PIPER SINGAPORE PTE. LTD.,,"80 Raffles Place,",48-01 UOB Plaza 1,Singapore 048624,SINGAPORE,,,,,,,SG,,8/8/2014,D,,
55561,2,ASTER DM HEALTHCARE,,"Office 3301, 33rd Floor, Aspect Tower","Business Bay, P.O. Box 8703, Dubai",UAE,UNITED ARAB EMIRATES,,,,,,,AE,,8/8/2014,D,,
55565,2,"ACCLARENT, INC.",,Johnson & Johnson,One Johnson & Johnson Plaza WH2241,"New Brunswick, NJ 08933-7001",UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55572,2,HOME PRODUCT CENTER PUBLIC CO. LIMITED,,c/o RAJAH & TANN SINGAPORE LLP,9 Battery Road #25-01,Straits Trading Building Singapore 049910,SG,,nor.ainah@rajahtann.com,,,,,SG,,1/30/2015,D,,
55577,2,"GRAND WISE INTERNATIONAL INTELLECTUAL PROPERTY CO., LTD.",,"11F, 1, No. 185, Fuguo Rd., Zuoying Dist.","Kaohsiung 814, Taiwan",,TAIWAN,886-7-5590619,,,,886-7-5590618,,TW,,8/8/2014,D,Grand Wu,Grand Wu
55580,0,FRANCISCO J. NAKPIL,,"49 Hidalgo St., Brgy. San Lorenzo",Makati City,,PHILIPPINES,,,,,,,PH,,4/27/2017,P,,
55583,2,YOUNGEVITY INT'L. INC.,,"2400 Boswell Road, Chula Vista,","California, U.S.A.",,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55586,2,PEREGRINE DEV'T INT'L. INC.,,,,,PHILIPPINES,,,,,,,PH,,8/8/2014,D,,
55594,2,MICHELINE SUAREZ,,"148 Sarangani St.,","Muntinlupa, Metro Manila",,PHILIPPINES,,,,,,,PH,,2/2/2017,P,,
55598,2,MASSIMO ZANETTI BEVERAGE SA,,c/o Rajah & Tann LLP,9 Battery Road,#25-01 Straits Trading Building,SINGAPORE,,,,,,,SG,,8/8/2014,D,,
55601,2,MCE LEISURE (PHILIPPINES) CORPORATION,,9th Floor Mall of Asia Annex Building (SM MAAX),Coral Way corner JW Diokno Blvd.,Mall of Asia Complex 1300 Pasay City,PHILIPPINES,,,,,,,PH,,8/8/2014,P,,
55605,2,"XYLOMEN PARTICIPATIONS, SARL",,"12, rue Guillaume Schneider",L-2522 Luxembourg,,LUXEMBOURG,,,,,,,LUX,,8/8/2014,D,,
